⺁	〔※󰃼※󰄋※󰄋※※☯rtt※〕
躀	〔※󰃏※󰂾※󰄯※󰃛☯khxm※〕
躁	〔※󰃏※󰂾※󰃏※󰄅☯khks※〕
躂	〔※󰃏※󰂾※󰂮※󰃮☯khfp※〕
躃	〔※󰃏※󰂾※󰃡※󰄔☯khnu※〕
躄	〔※󰃡※󰃏※󰄔※󰁾☯nkuh※〕
躅	〔※󰃏※󰂾※󰃔※󰃍☯khlj※〕
躆	〔※󰃏※󰂾※󰃀※󰀓☯khhe※〕
躇	〔※󰃏※󰂾※󰄖※󰃊☯khaj※〕
躈	〔※󰃏※󰂾※󰃽※󰄏☯khrt※〕
躉	〔※󰄖※󰃋※󰃜※󰁾☯ajmh※〕
躊	〔※󰃏※󰂾※󰂯※󰂳☯khff※〕
躋	〔※󰃏※󰂾※󰀴※󰀳☯khyj※〕
躌	〔※󰃏※󰂾※󰁿※󰂅☯khtg※〕
躍	〔※󰃏※󰂾※󰃥※󰁷☯khny※〕
躎	〔※󰃏※󰂾※󰂶※󰄄☯khgr※〕
躏	〔※󰃏※󰂾※󰄖※󰁷☯khay※〕
躐	〔※󰃏※󰂾※󰄞※󰁒☯khvn※〕
躑	〔※󰃏※󰂾※󰄒※󰂏☯khub※〕
躒	〔※󰃏※󰂾※󰃽※󰄅☯khrs※〕
躓	〔※󰃏※󰂾※󰄀※󰃛☯khrm※〕
躔	〔※󰃏※󰂾※󰃫※󰂮☯khof※〕
躕	〔※󰃏※󰂾※󰃫※󰂳☯khof※〕
躖	〔※󰃏※󰂾※󰄩※󰂺☯khxh※〕
躗	〔※󰄎※󰁆※󰃏※󰁾☯tnkh※〕
躘	〔※󰃏※󰂾※󰄓※󰂜☯khud※〕
躙	〔※󰃏※󰂾※󰄚※󰁷☯khuy※〕
躚	〔※󰃏※󰂾※󰄈※󰃮☯khsp※〕
躛	〔※󰄎※󰁆※󰃏※󰁾☯tnkh※〕
躜	〔※󰃏※󰂾※󰄋※󰃚☯khtm※〕
躝	〔※󰃏※󰂾※󰄚※󰀹☯khul※〕
躞	〔※󰃏※󰂾※󰄳※󰂘☯khyc※〕
躟	〔※󰃏※󰂾※󰄶※󰀔☯khye※〕
躠	〔※󰄖※󰄋※󰃧※󰁾☯atnh※〕
躡	〔※󰃏※󰂾※󰂐※󰂐☯khbb※〕
躢	〔※󰃏※󰂾※󰄚※󰃥☯khun※〕
躣	〔※󰃏※󰂾※󰂼※󰁷☯khhy※〕
躤	〔※󰃏※󰂾※󰄖※󰃊☯khaj※〕
躥	〔※󰃏※󰂾※󰃰※󰁒☯khpn※〕
躦	〔※󰃏※󰂾※󰄋※󰃛☯khtm※〕
躧	〔※󰃏※󰂾※󰂶※󰄮☯khgx※〕
躨	〔※󰃏※󰂾※󰄕※󰄐☯khut※〕
躩	〔※󰃏※󰂾※󰂼※󰂘☯khhc※〕
躪	〔※󰃏※󰂾※󰄖※󰁷☯khay※〕
身	〔※󰄋※󰀽※󰂜※󰄋☯tmdt※〕
躬	〔※󰄋※󰀽※󰂜※󰄬☯tmdx※〕
躭	〔※󰄋※󰀽※󰂜※󰁜☯tmdq※〕
躮	〔※󰄋※󰀽※󰂜※󰄠☯tmdv※〕
躯	〔※󰄋※󰀽※󰂜※󰄄☯tmdr※〕
躰	〔※󰄋※󰀽※󰂜※󰂶☯tmdg※〕
躱	〔※󰄋※󰀽※󰂜※󰄅☯tmds※〕
躲	〔※󰄋※󰀽※󰂜※󰄅☯tmds※〕
躳	〔※󰄋※󰀽※󰂜※󰃏☯tmdk※〕
躴	〔※󰄋※󰀽※󰂜※󰄣☯tmdv※〕
躵	〔※󰄋※󰀽※󰂜※󰃢☯tmdn※〕
躶	〔※󰄋※󰀽※󰂜※󰄅☯tmds※〕
躷	〔※󰄋※󰀽※󰂜※󰄟☯tmdv※〕
躸	〔※󰄋※󰀽※󰂜※󰃏☯tmdk※〕
躹	〔※󰄋※󰀽※󰂜※󰃪☯tmdo※〕
躺	〔※󰄋※󰀽※󰂜※󰃏☯tmdk※〕
躻	〔※󰄋※󰀽※󰂜※󰂆☯tmda※〕
躼	〔※󰄋※󰀽※󰂜※󰀖☯tmde※〕
躽	〔※󰄋※󰀽※󰂜※󰄟☯tmdv※〕
躾	〔※󰄋※󰀽※󰂜※󰂝☯tmdd※〕
躿	〔※󰄋※󰀽※󰂜※󰃃☯tmdi※〕
軀	〔※󰄋※󰀽※󰂜※󰃏☯tmdk※〕
軁	〔※󰄋※󰀽※󰂜※󰄟☯tmdv※〕
軂	〔※󰄋※󰀽※󰂜※󰂫☯tmde※〕
軃	〔※󰄋※󰀽※󰂜※󰂱☯tmdf※〕
軄	〔※󰄋※󰀽※󰂜※󰃊☯tmdj※〕
軅	〔※󰄋※󰀽※󰂜※󰁷☯tmdy※〕
軆	〔※󰄋※󰀽※󰂜※󰄕☯tmdu※〕
軇	〔※󰄋※󰀽※󰂜※󰂳☯tmdf※〕
軈	〔※󰄋※󰀽※󰂜※󰃢☯tmdn※〕
軉	〔※󰄋※󰀽※󰂜※󰃛☯tmdm※〕
車	〔※󰃗※󰂶※󰂺※󰂺☯lghh※〕
軋	〔※󰃗※󰄻※󰁀※※☯lnn※〕
軌	〔※󰃗※󰄡※󰁀※※☯lvn※〕
軍	〔※󰃱※󰃗※󰀬※※☯plj※〕
軎	〔※󰃗※󰃏※󰀘※※☯lkf※〕
軏	〔※󰃗※󰂶※󰃺※󰁀☯lgqn※〕
軐	〔※󰃗※󰄺※󰂱※󰀢☯lnfh※〕
軑	〔※󰃗※󰂝※󰁶※※☯ldy※〕
軒	〔※󰃗※󰂰※󰀢※※☯lfh※〕
軓	〔※󰃗※󰄨※󰄼※󰁶☯lwyy※〕
軔	〔※󰃗※󰄠※󰄼※󰁶☯lvyy※〕
軕	〔※󰃗※󰃘※󰀢※※☯lmh※〕
軖	〔※󰃗※󰂷※󰀝※※☯lgg※〕
軗	〔※󰃗※󰄨※󰂘※󰁶☯lwcy※〕
軘	〔※󰃗※󰂶※󰂔※󰄻☯lgbn※〕
軙	〔※󰃗※󰀥※󰂘※󰁶☯lhcy※〕
軚	〔※󰃗※󰂝※󰄼※󰁶☯ldyy※〕
軛	〔※󰃗※󰂡※󰂑※󰁀☯ldbn※〕
軜	〔※󰃗※󰃜※󰄤※󰁶☯lmwy※〕
軝	〔※󰃗※󰁚※󰀁※󰁀☯lqan※〕
軞	〔※󰃗※󰂬※󰁀※※☯len※〕
軟	〔※󰃗※󰄾※󰄤※󰁶☯lqwy※〕
軠	〔※󰃗※󰄋※󰂯※󰀝☯ltfg※〕
軡	〔※󰃗※󰄤※󰄼※󰃦☯lwyn※〕
転	〔※󰃗※󰂭※󰂙※󰁶☯lfcy※〕
軣	〔※󰃗※󰀪※󰁧※※☯liu※〕
軤	〔※󰃗※󰄋※󰄒※󰀛☯ltuf※〕
軥	〔※󰃗※󰃷※󰃏※󰀝☯lqkg※〕
軦	〔※󰃗※󰃏※󰃺※󰁀☯lkqn※〕
軧	〔※󰃗※󰁚※󰀁※󰄼☯lqay※〕
軨	〔※󰃗※󰄤※󰄼※󰁻☯lwyc※〕
軩	〔※󰃗※󰂙※󰃏※󰀝☯lckg※〕
軪	〔※󰃗※󰄩※󰂫※󰁥☯lxet※〕
軫	〔※󰃗※󰄤※󰂥※󰁥☯lwet※〕
軬	〔※󰂙※󰂝※󰃗※󰀬☯cdlj※〕
軭	〔※󰃗※󰂋※󰂷※󰀝☯lagg※〕
軮	〔※󰃗※󰀿※󰂝※󰁶☯lmdy※〕
軯	〔※󰃗※󰂶※󰄒※󰂱☯lguf※〕
軰	〔※󰁩※󰄮※󰃗※󰀬☯uxlj※〕
軱	〔※󰃗※󰃼※󰂙※󰂃☯lrcy※〕
軲	〔※󰃗※󰂟※󰀝※※☯ldg※〕
軳	〔※󰃗※󰃷※󰃠※󰁀☯lqnn※〕
軴	〔※󰃗※󰄼※󰂷※󰀝☯lygg※〕
軵	〔※󰃗※󰄥※󰂳※󰁶☯lwfy※〕
軶	〔※󰃗※󰄼※󰃡※󰃝☯lynn※〕
軷	〔※󰃗※󰁼※󰂘※󰄼☯ldcy※〕
軸	〔※󰃗※󰃙※󰀝※※☯lmg※〕
軹	〔※󰃗※󰃏※󰄦※󰁶☯lkwy※〕
軺	〔※󰃗※󰄠※󰃏※󰀝☯lvkg※〕
軻	〔※󰃗※󰄆※󰃏※󰀝☯lskg※〕
軼	〔※󰃗※󰄋※󰂹※󰁶☯ltgy※〕
軽	〔※󰃗※󰂘※󰂮※󰀝☯lcfg※〕
軾	〔※󰃗※󰀁※󰂆※󰄼☯laay※〕
軿	〔※󰃗※󰄕※󰂉※󰀢☯luah※〕
輀	〔※󰃗※󰂢※󰃜※󰀭☯ldmj※〕
輁	〔※󰃗※󰁺※󰄦※󰁶☯lawy※〕
輂	〔※󰁺※󰄦※󰃗※󰀬☯awlj※〕
較	〔※󰃗※󰄘※󰄄※󰁶☯lury※〕
輄	〔※󰃗※󰃆※󰂶※󰃺☯ligq※〕
輅	〔※󰃗※󰄐※󰃏※󰀝☯ltkg※〕
輆	〔※󰃗※󰄶※󰂂※󰄤☯lynw※〕
輇	〔※󰃗※󰄤※󰂷※󰀝☯lwgg※〕
輈	〔※󰃗※󰄋※󰁪※󰁶☯ltuy※〕
載	〔※󰂱※󰂇※󰃗※󰀵☯falk※〕
輊	〔※󰃗※󰂶※󰂙※󰂮☯lgcf※〕
輋	〔※󰃘※󰂝※󰃗※󰀬☯mdlj※〕
輌	〔※󰃗※󰂶※󰃜※󰃘☯lgmm※〕
輍	〔※󰃗※󰄦※󰄤※󰃏☯lwwk※〕
輎	〔※󰃗※󰃆※󰂧※󰀝☯lieg※〕
輏	〔※󰃗※󰄇※󰂶※󰀝☯lsgg※〕
輐	〔※󰃗※󰃰※󰂭※󰃺☯lpfq※〕
輑	〔※󰃗※󰁬※󰄋※󰃏☯lvtk※〕
輒	〔※󰃗※󰂐※󰄻※󰁀☯lbnn※〕
輓	〔※󰃗※󰃸※󰃏※󰁜☯lqkq※〕
輔	〔※󰃗※󰄊※󰁶※※☯lsy※〕
輕	〔※󰃗※󰂶※󰄞※󰂆☯lgva※〕
輖	〔※󰃗※󰀼※󰂮※󰃏☯lmfk※〕
輗	〔※󰃗※󰂪※󰃺※󰁀☯leqn※〕
輘	〔※󰃗※󰂮※󰄦※󰄐☯lfwt※〕
輙	〔※󰃗※󰂐※󰂘※󰁶☯lbcy※〕
輚	〔※󰃗※󰂇※󰂇※󰁶☯laay※〕
輛	〔※󰃗※󰂶※󰃜※󰄼☯lgmy※〕
輜	〔※󰃗※󰄞※󰃐※󰀝☯lvlg※〕
輝	〔※󰃆※󰂶※󰃺※󰃗☯igql※〕
輞	〔※󰃗※󰃜※󰄕※󰄃☯lmun※〕
輟	〔※󰃗※󰂘※󰂘※󰂘☯lccc※〕
輠	〔※󰃗※󰃋※󰄅※󰁶☯ljsy※〕
輡	〔※󰃗※󰃸※󰂪※󰀝☯lqeg※〕
輢	〔※󰃗※󰂝※󰄆※󰃏☯ldsk※〕
輣	〔※󰃗※󰂧※󰂧※󰀝☯leeg※〕
輤	〔※󰃗※󰁽※󰂧※󰀝☯lgeg※〕
輥	〔※󰃗※󰃋※󰁴※󰄮☯ljxx※〕
輦	〔※󰂹※󰂹※󰃗※󰀬☯gglj※〕
輧	〔※󰃗※󰄋※󰂶※󰂰☯ltgf※〕
輨	〔※󰃗※󰃰※󰃧※󰀝☯lpng※〕
輩	〔※󰂺※󰂜※󰂺※󰃗☯hdhl※〕
輪	〔※󰃗※󰄤※󰂶※󰄖☯lwga※〕
輫	〔※󰃗※󰂺※󰂜※󰂜☯lhdd※〕
輬	〔※󰃗※󰁸※󰃅※󰁶☯lyiy※〕
輭	〔※󰃗※󰂢※󰃜※󰂝☯ldmd※〕
輮	〔※󰃗※󰁻※󰃦※󰄅☯lcns※〕
輯	〔※󰃗※󰃏※󰂐※󰀝☯lkbg※〕
輰	〔※󰃗※󰃋※󰂶※󰁤☯ljgr※〕
輱	〔※󰃗※󰂤※󰂶※󰃏☯ldgk※〕
輲	〔※󰃗※󰃘※󰂢※󰀭☯lmdj※〕
輳	〔※󰃗※󰂜※󰄤※󰂝☯ldwd※〕
輴	〔※󰃗※󰃼※󰂱※󰂼☯lrfh※〕
輵	〔※󰃗※󰃋※󰃷※󰄃☯ljqn※〕
輶	〔※󰃗※󰄒※󰄇※󰂶☯lusg※〕
輷	〔※󰃗※󰃷※󰄳※󰀝☯lqyg※〕
輸	〔※󰃗※󰄤※󰂶※󰃉☯lwgj※〕
輹	〔※󰃗※󰁿※󰃊※󰄐☯ltjt※〕
輺	〔※󰃗※󰄞※󰂶※󰃐☯lvgl※〕
輻	〔※󰃗※󰂶※󰃏※󰃐☯lgkl※〕
輼	〔※󰃗※󰃋※󰃕※󰀝☯ljlg※〕
輽	〔※󰃗※󰂙※󰂝※󰃐☯lcdl※〕
輾	〔※󰃗※󰃡※󰁺※󰀖☯lnae※〕
輿	〔※󰀗※󰃗※󰂶※󰄦☯elgw※〕
轀	〔※󰃗※󰃒※󰄤※󰃕☯llwl※〕
轁	〔※󰃗※󰂦※󰂪※󰀝☯leeg※〕
轂	〔※󰂯※󰃱※󰂶※󰂘☯fpgc※〕
轃	〔※󰃗※󰂜※󰄤※󰄌☯ldwt※〕
轄	〔※󰃗※󰃰※󰂜※󰃏☯lpdk※〕
轅	〔※󰃗※󰂮※󰃏※󰀔☯lfke※〕
轆	〔※󰃗※󰁙※󰁴※󰄮☯loxx※〕
轇	〔※󰃗※󰃥※󰄤※󰂥☯lnwe※〕
轈	〔※󰃗※󰄞※󰃋※󰄅☯lvjs※〕
轉	〔※󰃗※󰂶※󰃋※󰂳☯lgjf※〕
轊	〔※󰃗※󰂜※󰂺※󰄢☯ldhv※〕
轋	〔※󰃗※󰃗※󰃮※󰁶☯llpy※〕
轌	〔※󰃗※󰀙※󰄢※󰀝☯lfvg※〕
轍	〔※󰃗※󰄶※󰂙※󰄏☯lyct※〕
轎	〔※󰃗※󰄋※󰂝※󰃏☯ltdk※〕
轏	〔※󰃗※󰃡※󰂍※󰂍☯lnbb※〕
轐	〔※󰃗※󰃬※󰄕※󰂹☯loug※〕
轑	〔※󰃗※󰂝※󰄒※󰃅☯ldui※〕
轒	〔※󰃗※󰂱※󰄖※󰃛☯lfam※〕
轓	〔※󰃗※󰄋※󰃪※󰃐☯ltol※〕
轔	〔※󰃗※󰃪※󰃹※󰂅☯loqg※〕
轕	〔※󰃗※󰄖※󰃋※󰄃☯lajn※〕
轖	〔※󰃗※󰂮※󰄤※󰃏☯lfwk※〕
轗	〔※󰃗※󰂤※󰂶※󰃢☯ldgn※〕
轘	〔※󰃗※󰃔※󰂶※󰀔☯llge※〕
轙	〔※󰃗※󰄒※󰂷※󰄼☯lugy※〕
轚	〔※󰃗※󰂔※󰄨※󰃗☯lbwl※〕
轛	〔※󰃗※󰃬※󰄒※󰂳☯louf※〕
轜	〔※󰃗※󰀙※󰂢※󰀭☯lfdj※〕
轝	〔※󰀗※󰂶※󰁕※󰃗☯egnl※〕
轞	〔※󰃗※󰂋※󰂺※󰃕☯lahl※〕
轟	〔※󰃗※󰃗※󰃗※󰀬☯lllj※〕
轠	〔※󰃗※󰃐※󰃐※󰃐☯llll※〕
轡	〔※󰄫※󰃗※󰄫※󰃏☯xlxk※〕
轢	〔※󰃗※󰃽※󰄩※󰄅☯lrxs※〕
轣	〔※󰃗※󰂡※󰄌※󰂾☯ldth※〕
轤	〔※󰃗※󰃀※󰃐※󰃕☯lhll※〕
轥	〔※󰃗※󰄖※󰄚※󰁷☯lauy※〕
车	〔※󰃖※󰂶※󰂂※󰂺☯lgnh※〕
轧	〔※󰃖※󰄻※󰁀※※☯lnn※〕
轨	〔※󰃖※󰄡※󰁀※※☯lvn※〕
轩	〔※󰃖※󰂰※󰀢※※☯lfh※〕
轪	〔※󰃖※󰂝※󰁶※※☯ldy※〕
轫	〔※󰃖※󰄠※󰄼※󰁶☯lvyy※〕
转	〔※󰃖※󰂭※󰁓※󰄼☯lfny※〕
轭	〔※󰃖※󰂡※󰂑※󰁀☯ldbn※〕
轮	〔※󰃖※󰄤※󰄮※󰁀☯lwxn※〕
软	〔※󰃖※󰄾※󰄤※󰁶☯lqwy※〕
轰	〔※󰃖※󰂘※󰂘※󰁧☯lccu※〕
轱	〔※󰃖※󰂟※󰀝※※☯ldg※〕
轲	〔※󰃖※󰄆※󰃏※󰀝☯lskg※〕
轳	〔※󰃖※󰀥※󰃡※󰁥☯lhnt※〕
轴	〔※󰃖※󰃙※󰀝※※☯lmg※〕
轵	〔※󰃖※󰃏※󰄦※󰁶☯lkwy※〕
轶	〔※󰃖※󰄋※󰂹※󰁶☯ltgy※〕
轷	〔※󰃖※󰄋※󰄒※󰀛☯ltuf※〕
轸	〔※󰃖※󰄤※󰂥※󰁥☯lwet※〕
轹	〔※󰃖※󰄋※󰄃※󰃅☯ltni※〕
轺	〔※󰃖※󰄠※󰃏※󰀝☯lvkg※〕
轻	〔※󰃖※󰀉※󰂆※󰀝☯lcag※〕
轼	〔※󰃖※󰀁※󰂆※󰄼☯laay※〕
载	〔※󰂱※󰂇※󰃖※󰀌☯fald※〕
轾	〔※󰃖※󰂶※󰂙※󰂮☯lgcf※〕
轿	〔※󰃖※󰄋※󰂝※󰀯☯ltdj※〕
辀	〔※󰃖※󰄋※󰁪※󰁶☯ltuy※〕
辁	〔※󰃖※󰄤※󰂷※󰀝☯lwgg※〕
辂	〔※󰃖※󰄐※󰃏※󰀝☯ltkg※〕
较	〔※󰃖※󰄘※󰄄※󰁶☯lury※〕
辄	〔※󰃖※󰂐※󰄻※󰁀☯lbnn※〕
辅	〔※󰃖※󰄊※󰁶※※☯lsy※〕
辆	〔※󰃖※󰂶※󰃜※󰄤☯lgmw※〕
辇	〔※󰂹※󰂹※󰃖※󰀬☯gglj※〕
辈	〔※󰂺※󰂜※󰂺※󰃖☯hdhl※〕
辉	〔※󰃆※󰂶※󰃺※󰃖☯igql※〕
辊	〔※󰃖※󰃋※󰁴※󰄮☯ljxx※〕
辋	〔※󰃖※󰃜※󰄕※󰄃☯lmun※〕
辌	〔※󰃖※󰁸※󰃅※󰁶☯lyiy※〕
辍	〔※󰃖※󰂘※󰂘※󰂘☯lccc※〕
辎	〔※󰃖※󰄞※󰃐※󰀝☯lvlg※〕
辏	〔※󰃖※󰂜※󰄤※󰂝☯ldwd※〕
辐	〔※󰃖※󰂶※󰃏※󰃐☯lgkl※〕
辑	〔※󰃖※󰃏※󰂐※󰀝☯lkbg※〕
辒	〔※󰃖※󰃋※󰃕※󰀝☯ljlg※〕
输	〔※󰃖※󰄤※󰂶※󰃉☯lwgj※〕
辔	〔※󰃖※󰄪※󰄪※󰃏☯lxxk※〕
辕	〔※󰃖※󰂮※󰃏※󰀔☯lfke※〕
辖	〔※󰃖※󰃰※󰂜※󰃏☯lpdk※〕
辗	〔※󰃖※󰃡※󰁺※󰀖☯lnae※〕
辘	〔※󰃖※󰁙※󰁴※󰄮☯loxx※〕
辙	〔※󰃖※󰄶※󰂙※󰄏☯lyct※〕
辚	〔※󰃖※󰃪※󰃹※󰂅☯loqg※〕
辛	〔※󰄔※󰄼※󰂶※󰂺☯uygh※〕
辜	〔※󰂟※󰄔※󰀬※※☯duj※〕
辝	〔※󰂙※󰃏※󰄔※󰀢☯ckuh※〕
辞	〔※󰄋※󰂟※󰄔※󰀢☯tduh※〕
辟	〔※󰃡※󰃏※󰄔※󰀢☯nkuh※〕
辠	〔※󰄋※󰂼※󰄔※󰀬☯thuj※〕
辡	〔※󰄔※󰄔※󰀢※※☯uuh※〕
辢	〔※󰄅※󰃏※󰄔※󰀢☯skuh※〕
辣	〔※󰄔※󰄅※󰃏※󰀝☯uskg※〕
辤	〔※󰂦※󰃱※󰂘※󰄔☯epcu※〕
辥	〔※󰂔※󰄋※󰄋※󰄔☯bttu※〕
辦	〔※󰄔※󰂫※󰄔※󰀢☯ueuh※〕
辧	〔※󰄔※󰄠※󰄔※󰀢☯uvuh※〕
辨	〔※󰄔※󰄼※󰄋※󰄔☯uytu※〕
辩	〔※󰄔※󰄵※󰄔※󰀢☯uyuh※〕
辪	〔※󰂾※󰄋※󰃧※󰄔☯htnu※〕
辫	〔※󰄔※󰄪※󰄔※󰀢☯uxuh※〕
辬	〔※󰄔※󰄷※󰄔※󰀢☯uyuh※〕
辭	〔※󰂦※󰁻※󰃜※󰄔☯ecmu※〕
辮	〔※󰄔※󰄩※󰃅※󰄔☯uxiu※〕
辯	〔※󰄔※󰄴※󰄔※󰀢☯uyuh※〕
辰	〔※󰂡※󰂭※󰀖※󰀦☯dfei※〕
辱	〔※󰂡※󰂭※󰀖※󰂳☯dfef※〕
農	〔※󰀿※󰁺※󰂡※󰀖☯made※〕
辳	〔※󰄅※󰄅※󰂡※󰀖☯ssde※〕
辴	〔※󰃏※󰃏※󰃋※󰀖☯kkje※〕
辵	〔※󰂥※󰁾※󰁧※※☯ehu※〕
辶	〔※󰃮※󰄼※󰁈※󰂃☯pyny※〕
辷	〔※󰂶※󰃮※󰀌※※☯gpd※〕
辸	〔※󰂖※󰃮※󰀏※※☯bpe※〕
边	〔※󰂫※󰃮※󰀏※※☯epe※〕
辺	〔※󰄠※󰃮※󰀏※※☯vpe※〕
辻	〔※󰂱※󰃮※󰀵※※☯fpk※〕
込	〔※󰄋※󰂃※󰃮※󰀦☯typi※〕
辽	〔※󰂒※󰃮※󰀵※※☯bpk※〕
达	〔※󰂝※󰃮※󰀦※※☯dpi※〕
辿	〔※󰃘※󰃮※󰀵※※☯mpk※〕
迀	〔※󰂰※󰃮※󰀵※※☯fpk※〕
迁	〔※󰄋※󰂱※󰃮※󰀵☯tfpk※〕
迂	〔※󰂶※󰀛※󰃮※󰀵☯gfpk※〕
迃	〔※󰂭※󰁔※󰃮※󰁫☯fnpv※〕
迄	〔※󰁿※󰃝※󰃮※󰁫☯tnpv※〕
迅	〔※󰄺※󰂱※󰃮※󰀵☯nfpk※〕
迆	〔※󰂓※󰃮※󰁫※※☯bpv※〕
过	〔※󰂳※󰃮※󰀦※※☯fpi※〕
迈	〔※󰂶※󰁡※󰃮※󰀏☯gqpe※〕
迉	〔※󰃡※󰃮※󰀏※※☯npe※〕
迊	〔※󰂶※󰃜※󰂺※󰃮☯gmhp※〕
迋	〔※󰂷※󰃮※󰀌※※☯gpd※〕
迌	〔※󰂧※󰃮※󰀌※※☯epd※〕
迍	〔※󰂶※󰂔※󰄻※󰃮☯gbnp※〕
迎	〔※󰁚※󰂕※󰃮※󰀵☯qbpk※〕
迏	〔※󰂝※󰄼※󰃮※󰀦☯dypi※〕
运	〔※󰂭※󰂙※󰃮※󰀦☯fcpi※〕
近	〔※󰄀※󰃮※󰀵※※☯rpk※〕
迒	〔※󰄶※󰄨※󰃮※󰁫☯ywpv※〕
迓	〔※󰀄※󰂻※󰄋※󰃮☯ahtp※〕
返	〔※󰃼※󰂘※󰃮※󰀦☯rcpi※〕
迕	〔※󰁿※󰂱※󰃮※󰀵☯tfpk※〕
迖	〔※󰂣※󰃮※󰀦※※☯dpi※〕
迗	〔※󰂶※󰂝※󰃮※󰀦☯gdpi※〕
还	〔※󰂢※󰂿※󰃮※󰀦☯dhpi※〕
这	〔※󰄷※󰃮※󰀦※※☯ypi※〕
迚	〔※󰃏※󰂺※󰃮※󰀵☯khpk※〕
进	〔※󰂭※󰀯※󰃮※󰀵☯fjpk※〕
远	〔※󰂭※󰃺※󰃮※󰁫☯fqpv※〕
违	〔※󰂭※󰂁※󰂺※󰃮☯fnhp※〕
连	〔※󰃖※󰃮※󰀵※※☯lpk※〕
迟	〔※󰃡※󰂃※󰃮※󰀦☯nypi※〕
迠	〔※󰀥※󰃏※󰃮※󰀌☯hkpd※〕
迡	〔※󰃡※󰄮※󰃮※󰁫☯nxpv※〕
迢	〔※󰄠※󰃏※󰃮※󰀌☯vkpd※〕
迣	〔※󰂊※󰄃※󰃮※󰁫☯anpv※〕
迤	〔※󰁿※󰂓※󰃮※󰁫☯tbpv※〕
迥	〔※󰃜※󰃏※󰃮※󰀌☯mkpd※〕
迦	〔※󰂫※󰃏※󰃮※󰀌☯ekpd※〕
迧	〔※󰃋※󰂺※󰃮※󰀵☯jhpk※〕
迨	〔※󰂙※󰃏※󰃮※󰀌☯ckpd※〕
迩	〔※󰄾※󰃅※󰃮※󰀦☯qipi※〕
迪	〔※󰃙※󰃮※󰀌※※☯mpd※〕
迫	〔※󰃽※󰃮※󰀌※※☯rpd※〕
迬	〔※󰄼※󰂷※󰃮※󰀌☯ygpd※〕
迭	〔※󰄋※󰂹※󰃮※󰀦☯tgpi※〕
迮	〔※󰁿※󰂺※󰂭※󰃮☯thfp※〕
迯	〔※󰃹※󰂿※󰃮※󰀦☯qhpi※〕
述	〔※󰄅※󰄼※󰃮※󰀦☯sypi※〕
迱	〔※󰃰※󰄮※󰃮※󰁫☯pxpv※〕
迲	〔※󰂮※󰂙※󰃮※󰀦☯fcpi※〕
迳	〔※󰀉※󰂆※󰃮※󰀌☯capd※〕
迴	〔※󰃒※󰃏※󰃮※󰀌☯lkpd※〕
迵	〔※󰃜※󰂶※󰃏※󰃮☯mgkp※〕
迶	〔※󰁼※󰂧※󰃮※󰀌☯depd※〕
迷	〔※󰃪※󰃮※󰀦※※☯opi※〕
迸	〔※󰄕※󰂉※󰃮※󰀵☯uapk※〕
迹	〔※󰄶※󰁖※󰃮※󰀦☯yopi※〕
迺	〔※󰄇※󰃮※󰀌※※☯spd※〕
迻	〔※󰃹※󰃹※󰃮※󰀦☯qqpi※〕
迼	〔※󰂯※󰃏※󰃮※󰀌☯fkpd※〕
追	〔※󰄋※󰃧※󰃮※󰀌☯tnpd※〕
迾	〔※󰂶※󰃹※󰃉※󰃮☯gqjp※〕
迿	〔※󰃷※󰃊※󰃮※󰀌☯qjpd※〕
退	〔※󰄣※󰃮※󰀦※※☯vpi※〕
送	〔※󰄕※󰂝※󰃮※󰀦☯udpi※〕
适	〔※󰄋※󰂟※󰃮※󰀌☯tdpd※〕
逃	〔※󰃺※󰀪※󰃮※󰀦☯qipi※〕
逄	〔※󰄐※󰂅※󰃮※󰀵☯tgpk※〕
逅	〔※󰃼※󰂶※󰃏※󰃮☯rgkp※〕
逆	〔※󰄕※󰂔※󰄋※󰃮☯ubtp※〕
逇	〔※󰂮※󰂓※󰃮※󰁫☯fbpv※〕
逈	〔※󰄋※󰃜※󰃏※󰃮☯tmkp※〕
选	〔※󰄋※󰂮※󰃺※󰃮☯tfqp※〕
逊	〔※󰂎※󰃅※󰃮※󰀦☯bipi※〕
逋	〔※󰄊※󰃮※󰀦※※☯spi※〕
逌	〔※󰀥※󰃒※󰁃※󰃮☯hlnp※〕
逍	〔※󰃆※󰂧※󰃮※󰀌☯iepd※〕
逎	〔※󰄇※󰂶※󰃮※󰀌☯sgpd※〕
透	〔※󰄌※󰂖※󰃮※󰀏☯tbpe※〕
逐	〔※󰂶※󰀓※󰃮※󰀦☯gepi※〕
逑	〔※󰂶※󰃃※󰄼※󰃮☯giyp※〕
递	〔※󰄒※󰄬※󰂺※󰃮☯uxhp※〕
逓	〔※󰃼※󰂭※󰃜※󰃮☯rfmp※〕
途	〔※󰄤※󰂶※󰄉※󰃮☯wgsp※〕
逕	〔※󰂶※󰄞※󰂆※󰃮☯gvap※〕
逖	〔※󰃻※󰁥※󰃩※󰃮☯qtop※〕
逗	〔※󰂶※󰃏※󰄕※󰃮☯gkup※〕
逘	〔※󰂙※󰁿※󰂝※󰃮☯ctdp※〕
這	〔※󰄳※󰃮※󰀌※※☯ypd※〕
通	〔※󰁻※󰀒※󰃮※󰀵☯cepk※〕
