⺁	〔※󰃼※󰄋※󰄋※☯rtt☯※〕
衜	〔※󰄎※󰄕※󰄋※󰄆☯tuts☯dào※〕
衝	〔※󰄎※󰄋※󰂶※󰄆☯ttgs☯chōng※〕
衞	〔※󰄎※󰁆※󰃏※󰄆☯tnks☯wèi※〕
衟	〔※󰄎※󰄞※󰂢※󰄆☯tvds☯dào※〕
衠	〔※󰄎※󰂱※󰀣※󰄆☯tfhs☯zhūn※〕
衡	〔※󰄎※󰁢※󰂝※󰄆☯tqds☯héng※〕
衢	〔※󰄎※󰂼※󰂼※󰄆☯thhs☯qú※〕
衣	〔※󰄶※󰀔※󰁧※☯yeu☯yī※〕
衤	〔※󰃳※󰁧※󰄼※󰄼☯puyy☯yī※〕
补	〔※󰃳※󰁧※󰂿※󰁶☯puhy☯bǔ※〕
衦	〔※󰃳※󰁧※󰂰※󰀢☯pufh☯gǎn※〕
衧	〔※󰃳※󰁧※󰂶※󰀛☯pugf☯yú※〕
表	〔※󰁽※󰀔※󰁧※☯geu☯biǎo※〕
衩	〔※󰃳※󰁧※󰂘※󰄼☯pucy☯chà※〕
衪	〔※󰃳※󰁧※󰂓※󰁀☯pubn☯yì※〕
衫	〔※󰃳※󰁧※󰂥※󰁥☯puet☯shān※〕
衬	〔※󰃳※󰁧※󰂳※󰁶☯pufy☯chèn※〕
衭	〔※󰃳※󰁧※󰂹※󰁶☯pugy☯fū※〕
衮	〔※󰄘※󰂙※󰀔※󰁧☯uceu☯gǔn※〕
衯	〔※󰃳※󰁧※󰄦※󰄠☯puwv☯fēn※〕
衰	〔※󰄶※󰃏※󰂶※󰀔☯ykge☯shuāi※cuī※〕
衱	〔※󰃳※󰁧※󰂖※󰂃☯puby☯jié※〕
衲	〔※󰃳※󰁧※󰃜※󰄤☯pumw☯nà※〕
衳	〔※󰃳※󰁧※󰄦※󰂙☯puwc☯zhōng※〕
衴	〔※󰃳※󰁧※󰃱※󰁜☯pupq☯dǎn※〕
衵	〔※󰃳※󰁧※󰃊※󰀝☯pujg☯rì※〕
衶	〔※󰃳※󰁧※󰃏※󰂺☯pukh☯zhòng※〕
衷	〔※󰄶※󰃏※󰂺※󰀔☯ykhe☯zhōng※〕
衸	〔※󰃳※󰁧※󰄤※󰀯☯puwj☯jiè※〕
衹	〔※󰃳※󰁧※󰁚※󰀁☯puqa☯zhǐ※〕
衺	〔※󰄶※󰀄※󰂻※󰀔☯yahe☯xié※〕
衻	〔※󰃳※󰁧※󰃜※󰂭☯pumf☯rán※〕
衼	〔※󰃳※󰁧※󰂱※󰂘☯pufc☯zhī※〕
衽	〔※󰃳※󰁧※󰄋※󰂯☯putf☯rèn※〕
衾	〔※󰄤※󰄼※󰃦※󰀔☯wyne☯qīn※〕
衿	〔※󰃳※󰁧※󰄤※󰃦☯puwn☯jīn※〕
袀	〔※󰃳※󰁧※󰃷※󰄑☯puqu☯jūn※〕
袁	〔※󰂮※󰃏※󰀔※󰁧☯fkeu☯yuán※〕
袂	〔※󰃳※󰁧※󰁄※󰄤☯punw☯mèi※〕
袃	〔※󰀃※󰄠※󰄶※󰀔☯avye☯chài※〕
袄	〔※󰃳※󰁧※󰄋※󰂝☯putd☯ǎo※〕
袅	〔※󰁠※󰄶※󰀔※󰁧☯qyeu☯niǎo※〕
袆	〔※󰃳※󰁧※󰂭※󰂺☯pufh☯huī※〕
袇	〔※󰃳※󰁧※󰀼※󰄶☯pumy☯rán※〕
袈	〔※󰂫※󰃏※󰄶※󰀔☯ekye☯jiā※〕
袉	〔※󰃳※󰁧※󰃰※󰄮☯pupx☯tuó※tuō※〕
袊	〔※󰃳※󰁧※󰄤※󰁻☯puwc☯lǐng※líng※〕
袋	〔※󰄥※󰀁※󰄼※󰀔☯waye☯dài※〕
袌	〔※󰄶※󰃷※󰃠※󰀔☯yqne☯bào※páo※pào※〕
袍	〔※󰃳※󰁧※󰃷※󰃠☯puqn☯páo※〕
袎	〔※󰃳※󰁧※󰄩※󰂫☯puxe☯yào※〕
袏	〔※󰃳※󰁧※󰁼※󰂆☯puda☯zuò※〕
袐	〔※󰃳※󰁧※󰃢※󰄋☯punt☯bì※〕
袑	〔※󰃳※󰁧※󰄠※󰃏☯puvk☯shào※〕
袒	〔※󰃳※󰁧※󰃋※󰂶☯pujg☯tǎn※〕
袓	〔※󰃳※󰁧※󰀐※󰂶☯pueg☯jù※jiē※〕
袔	〔※󰃳※󰁧※󰄆※󰃏☯pusk☯hè※kè※〕
袕	〔※󰃳※󰁧※󰃰※󰄦☯pupw☯xué※〕
袖	〔※󰃳※󰁧※󰃙※󰀝☯pumg☯xiù※〕
袗	〔※󰃳※󰁧※󰄤※󰂥☯puwe☯zhěn※〕
袘	〔※󰃳※󰁧※󰁿※󰂓☯putb☯yí※yì※〕
袙	〔※󰃳※󰁧※󰃽※󰀝☯purg☯pà※〕
袚	〔※󰃳※󰁧※󰁼※󰄼☯pudy☯fú※〕
袛	〔※󰃳※󰁧※󰁚※󰄼☯puqy☯dī※〕
袜	〔※󰃳※󰁧※󰂶※󰄅☯pugs☯wà※〕
袝	〔※󰃳※󰁧※󰄥※󰂳☯puwf☯fù※〕
袞	〔※󰄘※󰃏※󰀔※󰁧☯ukeu☯gǔn※〕
袟	〔※󰃳※󰁧※󰄋※󰂹☯putg☯zhì※〕
袠	〔※󰄶※󰄋※󰂹※󰀔☯ytge☯zhì※〕
袡	〔※󰃳※󰁧※󰃜※󰂮☯pumf☯rán※〕
袢	〔※󰃳※󰁧※󰄒※󰀟☯puug☯pàn※〕
袣	〔※󰃳※󰁧※󰂊※󰄃☯puan☯yì※〕
袤	〔※󰄶※󰁻※󰃦※󰀔☯ycne☯mào※〕
袥	〔※󰃳※󰁧※󰂠※󰀝☯pudg☯tuō※〕
袦	〔※󰃳※󰁧※󰂔※󰃘☯pubm☯nà※jué※〕
袧	〔※󰃳※󰁧※󰃷※󰃏☯puqk☯gōu※〕
袨	〔※󰃳※󰁧※󰄶※󰄩☯puyx☯xuàn※〕
袩	〔※󰃳※󰁧※󰀥※󰃏☯puhk☯zhé※〕
袪	〔※󰃳※󰁧※󰂮※󰂙☯pufc☯qū※〕
被	〔※󰃳※󰁧※󰂗※󰁶☯puby☯bèi※pī※〕
袬	〔※󰄶※󰂙※󰃏※󰀔☯ycke☯yù※〕
袭	〔※󰁼※󰁳※󰄼※󰀔☯dxye☯xí※〕
袮	〔※󰃳※󰁧※󰁿※󰃅☯puti☯mí※〕
袯	〔※󰃳※󰁧※󰂂※󰄼☯puny☯bó※〕
袰	〔※󰄭※󰄶※󰀔※󰁧☯xyeu☯bō※〕
袱	〔※󰃳※󰁧※󰄥※󰂣☯puwd☯fú※〕
袲	〔※󰄶※󰃹※󰃹※󰀔☯yqqe☯chǐ※nuǒ※〕
袳	〔※󰃳※󰁧※󰃹※󰃹☯puqq☯chǐ※qǐ※duǒ※nuǒ※〕
袴	〔※󰃳※󰁧※󰂝※󰁔☯pudn☯kù※〕
袵	〔※󰃳※󰁧※󰄥※󰂯☯puwf☯rèn※〕
袶	〔※󰃳※󰁧※󰄐※󰂅☯putg☯péng※〕
袷	〔※󰃳※󰁧※󰄤※󰃏☯puwk☯jiá※jié※qiā※〕
袸	〔※󰃳※󰁧※󰁼※󰂍☯pudb☯jiàn※zùn※〕
袹	〔※󰃳※󰁧※󰂢※󰃊☯pudj☯bó※mò※〕
袺	〔※󰃳※󰁧※󰂯※󰃏☯pufk☯jié※〕
袻	〔※󰃳※󰁧※󰂢※󰀭☯pudj☯ér※〕
袼	〔※󰃳※󰁧※󰄐※󰃏☯putk☯gē※〕
袽	〔※󰃳※󰁧※󰄟※󰃏☯puvk☯rú※〕
袾	〔※󰃳※󰁧※󰄋※󰂵☯putf☯zhū※〕
袿	〔※󰃳※󰁧※󰂮※󰂮☯puff☯guī※guà※〕
裀	〔※󰃳※󰁧※󰃒※󰂝☯puld☯yīn※〕
裁	〔※󰂱※󰂇※󰄶※󰀔☯faye☯cái※〕
裂	〔※󰂶※󰃹※󰃉※󰀔☯gqje☯liè※liě※〕
裃	〔※󰃳※󰁧※󰂽※󰂿☯puhh☯kǎ※〕
裄	〔※󰃳※󰁧※󰄎※󰄆☯puts☯háng※〕
装	〔※󰄿※󰂯※󰄶※󰀔☯ufye☯zhuāng※〕
裆	〔※󰃳※󰁧※󰃆※󰄢☯puiv☯dāng※〕
裇	〔※󰃳※󰁧※󰄋※󰃕☯putl☯xū※〕
裈	〔※󰃳※󰁧※󰃱※󰃖☯pupl☯kūn※〕
裉	〔※󰃳※󰁧※󰄣※󰁶☯puvy☯kèn※〕
裊	〔※󰁟※󰄶※󰀔※󰁧☯qyeu☯niǎo※〕
裋	〔※󰃳※󰁧※󰂶※󰄕☯pugu☯shù※〕
裌	〔※󰃳※󰁧※󰂝※󰄤☯pudw☯jiá※〕
裍	〔※󰃳※󰁧※󰃒※󰄅☯puls☯kǔn※〕
裎	〔※󰃳※󰁧※󰃏※󰂷☯pukg☯chéng※chěng※〕
裏	〔※󰄶※󰃋※󰂮※󰀔☯yjfe☯lǐ※〕
裐	〔※󰃳※󰁧※󰃏※󰂧☯puke☯juān※〕
裑	〔※󰃳※󰁧※󰄋※󰄋☯putt☯shēn※〕
裒	〔※󰄶※󰂪※󰀔※󰁧☯yeeu☯póu※〕
裓	〔※󰃳※󰁧※󰂇※󰂉☯puaa☯gé※jiē※〕
裔	〔※󰄶※󰀔※󰃜※󰃏☯yemk☯yì※〕
裕	〔※󰃳※󰁧※󰄦※󰃏☯puwk☯yù※〕
裖	〔※󰃳※󰁧※󰂡※󰀖☯pude☯zhěn※〕
裗	〔※󰃳※󰁧※󰄶※󰀸☯puyk☯liú※〕
裘	〔※󰂶※󰃃※󰄼※󰀔☯giye☯qiú※〕
裙	〔※󰃳※󰁧※󰁬※󰃏☯puvk☯qún※〕
裚	〔※󰃿※󰄀※󰄶※󰀔☯rrye☯jì※〕
裛	〔※󰁸※󰂚※󰀔※󰁧☯yceu☯yì※〕
補	〔※󰃳※󰁧※󰄊※󰁶☯pusy☯bǔ※〕
裝	〔※󰄗※󰂯※󰄶※󰀔☯ufye☯zhuāng※〕
裞	〔※󰃳※󰁧※󰄒※󰃺☯puuq☯shuì※〕
裟	〔※󰃁※󰃅※󰄋※󰀔☯iite☯shā※〕
裠	〔※󰁬※󰄋※󰃏※󰀔☯vtke☯qún※〕
裡	〔※󰃳※󰁧※󰃋※󰂮☯pujf☯lǐ※〕
裢	〔※󰃳※󰁧※󰃖※󰃮☯pulp☯lián※〕
裣	〔※󰃳※󰁧※󰄤※󰂶☯puwg☯liǎn※〕
裤	〔※󰃳※󰁧※󰃫※󰃖☯puol☯kù※〕
裥	〔※󰃳※󰁧※󰄙※󰃊☯puuj☯jiǎn※〕
裦	〔※󰄶※󰄥※󰂭※󰀔☯ywfe☯bāo※〕
裧	〔※󰃳※󰁧※󰃩※󰃩☯puoo☯chān※〕
裨	〔※󰃳※󰁧※󰃽※󰂱☯purf☯bì※pí※〕
裩	〔※󰃳※󰁧※󰃋※󰁴☯pujx☯kūn※〕
裪	〔※󰃳※󰁧※󰃷※󰂔☯puqb☯táo※〕
裫	〔※󰃳※󰁧※󰀲※󰂶☯pujg☯yuàn※〕
裬	〔※󰃳※󰁧※󰂮※󰄐☯puft☯líng※〕
裭	〔※󰃳※󰁧※󰃀※󰄨☯puhw☯chǐ※〕
裮	〔※󰃳※󰁧※󰃊※󰃋☯pujj☯chāng※〕
裯	〔※󰃳※󰁧※󰀼※󰃏☯pumk☯chóu※dāo※〕
裰	〔※󰃳※󰁧※󰂘※󰂘☯pucc☯duō※〕
裱	〔※󰃳※󰁧※󰁽※󰀔☯puge☯biǎo※〕
裲	〔※󰃳※󰁧※󰂶※󰄼☯pugy☯liǎng※〕
裳	〔※󰃆※󰃱※󰃏※󰀔☯ipke☯cháng※shang※〕
裴	〔※󰂺※󰂜※󰂺※󰀔☯hdhe☯péi※〕
裵	〔※󰄶※󰂺※󰂜※󰀔☯yhde☯péi※〕
裶	〔※󰃳※󰁧※󰂺※󰂜☯puhd☯fēi※〕
裷	〔※󰃳※󰁧※󰄒※󰂑☯puub☯yuān※gǔn※〕
裸	〔※󰃳※󰁧※󰃋※󰄅☯pujs☯luǒ※〕
裹	〔※󰄶※󰃋※󰄅※󰀔☯yjse☯guǒ※〕
裺	〔※󰃳※󰁧※󰂝※󰄻☯pudn☯yǎn※ān※〕
裻	〔※󰂽※󰃅※󰂘※󰀔☯hice☯dú※〕
裼	〔※󰃳※󰁧※󰃋※󰁤☯pujr☯xī※tì※〕
製	〔※󰁿※󰂶※󰃜※󰀔☯tgme☯zhì※〕
裾	〔※󰃳※󰁧※󰃡※󰂟☯pund☯jū※〕
裿	〔※󰃳※󰁧※󰂝※󰃏☯pudk☯yǐ※〕
褀	〔※󰃳※󰁧※󰀎※󰄦☯pudw☯qí※〕
褁	〔※󰃋※󰄅※󰀔※󰁧☯jseu☯guǒ※〕
褂	〔※󰃳※󰁧※󰂮※󰂿☯pufh☯guà※〕
褃	〔※󰃳※󰁧※󰂾※󰂧☯puhe☯kèn※〕
褄	〔※󰃳※󰁧※󰂶※󰁬☯pugv☯qī※〕
褅	〔※󰃳※󰁧※󰄶※󰂺☯puyh☯tì※〕
褆	〔※󰃳※󰁧※󰃊※󰁾☯pujh☯tí※〕
複	〔※󰃳※󰁧※󰁿※󰄐☯putt☯fù※〕
褈	〔※󰃳※󰁧※󰄋※󰂮☯putf☯chóng※〕
褉	〔※󰃳※󰁧※󰂜※󰂝☯pudd☯xiè※〕
褊	〔※󰃳※󰁧※󰄼※󰄖☯puya☯biǎn※〕
褋	〔※󰃳※󰁧※󰂊※󰄅☯puas☯dié※〕
褌	〔※󰃳※󰁧※󰃱※󰃗☯pupl☯kūn※〕
褍	〔※󰃳※󰁧※󰃘※󰀭☯pumj☯duān※〕
褎	〔※󰄶※󰄥※󰂭※󰀔☯ywfe☯xiù※〕
褏	〔※󰄶※󰄥※󰂭※󰀔☯ywfe☯xiù※〕
褐	〔※󰃳※󰁧※󰃋※󰄃☯pujn☯hè※〕
褑	〔※󰃳※󰁧※󰂦※󰂘☯puec☯yuàn※〕
褒	〔※󰄶※󰄥※󰃏※󰀔☯ywke☯bāo※〕
褓	〔※󰃳※󰁧※󰄥※󰄅☯puws☯bǎo※〕
褔	〔※󰃳※󰁧※󰂶※󰃐☯pugl☯fù※fú※〕
褕	〔※󰃳※󰁧※󰄤※󰃉☯puwj☯yú※〕
褖	〔※󰃳※󰁧※󰄰※󰀓☯puxe☯tuàn※〕
褗	〔※󰃳※󰁧※󰂋※󰄟☯puav☯yǎn※〕
褘	〔※󰃳※󰁧※󰁆※󰂅☯pung☯huī※〕
褙	〔※󰃳※󰁧※󰁩※󰂧☯puue☯bèi※〕
褚	〔※󰃳※󰁧※󰂮※󰃊☯pufj☯zhǔ※chǔ※〕
褛	〔※󰃳※󰁧※󰃪※󰄟☯puov☯lǚ※〕
褜	〔※󰂧※󰃷※󰃠※󰀔☯eqne☯páo※〕
褝	〔※󰃳※󰁧※󰀧※󰂱☯puif☯dān※〕
褞	〔※󰃳※󰁧※󰃋※󰃕☯pujl☯yùn※〕
褟	〔※󰃳※󰁧※󰃋※󰃥☯pujn☯tā※〕
褠	〔※󰃳※󰁧※󰀀※󰂮☯puaf☯gōu※〕
褡	〔※󰃳※󰁧※󰄖※󰃏☯puak☯dā※〕
褢	〔※󰄶※󰃽※󰁜※󰀔☯yrqe☯huái※〕
褣	〔※󰃳※󰁧※󰃰※󰃏☯pupk☯róng※〕
褤	〔※󰃳※󰁧※󰂮※󰀔☯pufe☯yuán※〕
褥	〔※󰃳※󰁧※󰂡※󰂳☯pudf☯rù※〕
褦	〔※󰃳※󰁧※󰂙※󰄮☯pucx☯nài※〕
褧	〔※󰂐※󰃩※󰄶※󰀔☯boye☯jiǒng※〕
褨	〔※󰃳※󰁧※󰄝※󰂆☯puua☯suǒ※〕
褩	〔※󰄋※󰁪※󰄨※󰀔☯tuwe☯bān※〕
褪	〔※󰃳※󰁧※󰄣※󰃮☯puvp☯tuì※tùn※〕
褫	〔※󰃳※󰁧※󰃼※󰄨☯purw☯chǐ※〕
褬	〔※󰃳※󰁧※󰂘※󰄅☯pucs☯sǎng※〕
褭	〔※󰄶※󰀋※󰃨※󰀔☯ycoe☯niǎo※〕
褮	〔※󰃩※󰃩※󰃱※󰀔☯oope☯yīng※〕
褯	〔※󰃳※󰁧※󰃫※󰂺☯puoh☯jiè※〕
褰	〔※󰃰※󰀀※󰄦※󰀔☯pawe☯qiān※〕
褱	〔※󰄶※󰃔※󰃃※󰀔☯ylie☯huái※〕
褲	〔※󰃳※󰁧※󰃫※󰃗☯puol☯kù※〕
褳	〔※󰃳※󰁧※󰃗※󰃮☯pulp☯lián※〕
褴	〔※󰃳※󰁧※󰀭※󰃕☯pujl☯lán※〕
褵	〔※󰃳※󰁧※󰄶※󰂙☯puyc☯lí※〕
褶	〔※󰃳※󰁧※󰃥※󰃽☯punr☯zhě※〕
褷	〔※󰃳※󰁧※󰄎※󰁾☯puth☯shī※〕
褸	〔※󰃳※󰁧※󰀻※󰄟☯pulv☯lǚ※〕
褹	〔※󰃳※󰁧※󰂮※󰄼☯pufy☯yì※〕
褺	〔※󰂮※󰄕※󰂱※󰀔☯fufe☯diē※〕
褻	〔※󰄶※󰂮※󰄦※󰀔☯yfwe☯xiè※〕
褼	〔※󰃳※󰁧※󰄈※󰃠☯pusn☯xiān※〕
褽	〔※󰃡※󰂭※󰃅※󰀔☯nfie☯wèi※〕
褾	〔※󰃳※󰁧※󰄈※󰃅☯pusi☯biǎo※〕
褿	〔※󰃳※󰁧※󰂶※󰃊☯pugj☯cáo※〕
襀	〔※󰃳※󰁧※󰁽※󰃛☯pugm☯jì※〕
襁	〔※󰃳※󰁧※󰄬※󰃍☯puxj☯qiǎng※〕
襂	〔※󰃳※󰁧※󰂙※󰂥☯puce☯sēn※〕
襃	〔※󰄶※󰄥※󰂭※󰀔☯ywfe☯bāo※〕
襄	〔※󰄶※󰃏※󰃏※󰀔☯ykke☯xiāng※〕
襅	〔※󰃳※󰁧※󰃋※󰀟☯pujg☯bì※〕
襆	〔※󰃳※󰁧※󰃬※󰂹☯puog☯fú※〕
襇	〔※󰃳※󰁧※󰄚※󰃊☯puuj☯jiǎn※〕
襈	〔※󰃳※󰁧※󰃠※󰄦☯punw☯zhuàn※〕
襉	〔※󰃳※󰁧※󰄚※󰂧☯puue☯jiǎn※〕
襊	〔※󰃳※󰁧※󰃋※󰂘☯pujc☯cuì※〕
襋	〔※󰃳※󰁧※󰄅※󰃜☯pusm☯jí※〕
襌	〔※󰃳※󰁧※󰃏※󰂱☯pukf☯dān※〕
襍	〔※󰃳※󰁧※󰄥※󰄅☯puws☯zá※〕
襎	〔※󰃳※󰁧※󰄋※󰃐☯putl☯fán※〕
襏	〔※󰃳※󰁧※󰄧※󰂘☯puwc☯bó※〕
襐	〔※󰃳※󰁧※󰃸※󰀓☯puqe☯xiàng※〕
襑	〔※󰃳※󰁧※󰄢※󰂳☯puvf☯xín※〕
襒	〔※󰃳※󰁧※󰃇※󰄏☯puit☯bié※〕
襓	〔※󰃳※󰁧※󰂮※󰃺☯pufq☯ráo※〕
襔	〔※󰃳※󰁧※󰂊※󰄼☯puay☯mǎn※〕
襕	〔※󰃳※󰁧※󰄙※󰀹☯puul☯lán※〕
襖	〔※󰃳※󰁧※󰄋※󰂝☯putd☯ǎo※〕
襗	〔※󰃳※󰁧※󰃔※󰂱☯pulf☯zé※〕
襘	〔※󰃳※󰁧※󰄤※󰃊☯puwj☯guì※〕
襙	〔※󰃳※󰁧※󰃏※󰄅☯puks☯cào※〕
襚	〔※󰃳※󰁧※󰄕※󰃮☯puup☯suì※〕
襛	〔※󰃳※󰁧※󰀿※󰀖☯pume☯nóng※〕
襜	〔※󰃳※󰁧※󰃸※󰄳☯puqy☯chān※〕
襝	〔※󰃳※󰁧※󰄤※󰄤☯puww☯liǎn※〕
襞	〔※󰃡※󰃏※󰄔※󰀔☯nkue☯bì※〕
襟	〔※󰃳※󰁧※󰄅※󰃅☯pusi☯jīn※〕
襠	〔※󰃳※󰁧※󰃆※󰃐☯puil☯dāng※〕
襡	〔※󰃳※󰁧※󰃔※󰃍☯pulj☯shǔ※〕
襢	〔※󰃳※󰁧※󰄶※󰂶☯puyg☯tǎn※〕
襣	〔※󰃳※󰁧※󰄋※󰀯☯putj☯bì※〕
襤	〔※󰃳※󰁧※󰂋※󰃕☯pual☯lán※〕
襥	〔※󰃳※󰁧※󰄥※󰂹☯puwg☯fú※〕
襦	〔※󰃳※󰁧※󰀙※󰀭☯pufj☯rú※〕
襧	〔※󰃳※󰁧※󰂶※󰄄☯pugr☯zhǐ※〕
襨	〔※󰃳※󰁧※󰃬※󰂳☯puof☯tae※〕
襩	〔※󰃳※󰁧※󰂯※󰃛☯pufm☯shǔ※〕
襪	〔※󰃳※󰁧※󰄖※󰄤☯puaw☯wà※〕
襫	〔※󰃳※󰁧※󰂝※󰃊☯pudj☯shì※〕
襬	〔※󰃳※󰁧※󰃔※󰄮☯pulx☯bǎi※〕
襭	〔※󰃳※󰁧※󰂯※󰃛☯pufm☯xié※〕
襮	〔※󰃳※󰁧※󰃋※󰃃☯puji☯bó※〕
襯	〔※󰃳※󰁧※󰄓※󰃺☯puuq☯chèn※〕
襰	〔※󰃳※󰁧※󰄅※󰃛☯pusm☯lǎi※〕
襱	〔※󰃳※󰁧※󰄓※󰂜☯puud☯lóng※〕
襲	〔※󰄓※󰂧※󰂶※󰀔☯uege☯xí※〕
襳	〔※󰃳※󰁧※󰄤※󰀞☯puwg☯xiān※〕
襴	〔※󰃳※󰁧※󰄚※󰀹☯puul☯lán※〕
襵	〔※󰃳※󰁧※󰂐※󰂐☯pubb☯zhě※〕
襶	〔※󰃳※󰁧※󰂱※󰄦☯pufw☯dài※〕
襷	〔※󰃳※󰁧※󰀗※󰃾☯puer☯jǔ※〕
襸	〔※󰃳※󰁧※󰄋※󰃛☯putm☯zàn※〕
襹	〔※󰃳※󰁧※󰂶※󰄮☯pugx☯shī※〕
襺	〔※󰃳※󰁧※󰄖※󰃍☯puaj☯jiǎn※〕
襻	〔※󰃳※󰁧※󰄅※󰃾☯pusr☯pàn※〕
襼	〔※󰃳※󰁧※󰄖※󰂙☯puac☯yì※〕
襽	〔※󰃳※󰁧※󰄖※󰀹☯pual☯lán※〕
襾	〔※󰂶※󰀿※󰂔※󰀵☯gmbk☯yà※〕
西	〔※󰄇※󰂶※󰂺※󰂶☯sghg☯xī※〕
覀	〔※󰄈※󰂶※󰂺※󰂶☯sghg☯yà※〕
要	〔※󰄈※󰄟※󰀘※☯svf☯yào※yāo※〕
覂	〔※󰄈※󰄋※󰃭※󰁧☯stpu☯fěng※〕
覃	〔※󰄈※󰃌※󰀬※☯sjj☯tán※qín※〕
覄	〔※󰄈※󰄥※󰂣※󰁧☯swdu☯fù※〕
覅	〔※󰄈※󰄟※󰃷※󰁤☯svqr☯fiào※〕
覆	〔※󰄈※󰄎※󰁿※󰄐☯sttt☯fù※〕
覇	〔※󰄈※󰂊※󰀜※󰂧☯safe☯bà※〕
覈	〔※󰄈※󰃽※󰄸※󰄏☯sryt☯hé※〕
覉	〔※󰄈※󰂊※󰀜※󰃏☯safk☯jī※〕
覊	〔※󰄈※󰂊※󰀜※󰃨☯safo☯jī※〕
見	〔※󰂼※󰃺※󰀅※☯hqb☯jiàn※xiàn※〕
覌	〔※󰂘※󰂼※󰃺※󰁀☯chqn☯guān※guàn※〕
覍	〔※󰃅※󰂼※󰃺※󰀅☯ihqb☯biàn※〕
覎	〔※󰂼※󰃺※󰂍※󰀌☯hqbd☯yàn※〕
規	〔※󰂹※󰂼※󰃺※󰁀☯ghqn☯guī※〕
覐	〔※󰂼※󰃺※󰄄※󰄄☯hqrr☯jué※jiào※〕
覑	〔※󰄋※󰂺※󰂶※󰃺☯thgq☯piǎn※〕
覒	〔※󰂬※󰂼※󰃺※󰁀☯ehqn☯mào※〕
覓	〔※󰂦※󰂼※󰃺※󰀅☯ehqb☯mì※〕
覔	〔※󰂢※󰂿※󰂼※󰃺☯dhhq☯mì※〕
覕	〔※󰃢※󰄋※󰂼※󰃺☯nthq☯piē※miè※〕
視	〔※󰃲※󰁶※󰂼※󰃺☯pyhq☯shì※〕
覗	〔※󰂁※󰂶※󰃏※󰃺☯ngkq☯sì※〕
覘	〔※󰀥※󰃏※󰂼※󰃺☯hkhq☯chān※〕
覙	〔※󰄾※󰃅※󰂼※󰃺☯qihq☯zhěn※〕
覚	〔※󰀧※󰃱※󰂼※󰃺☯iphq☯jué※jiào※〕
覛	〔※󰃼※󰀕※󰂼※󰃺☯rehq☯mì※〕
覜	〔※󰃺※󰀪※󰂼※󰃺☯qihq☯tiào※〕
覝	〔※󰂰※󰃩※󰂼※󰃺☯fohq☯lián※〕
覞	〔※󰂼※󰃺※󰂼※󰃺☯hqhq☯yào※〕
覟	〔※󰂯※󰃢※󰂼※󰃺☯fnhq☯zhì※〕
覠	〔※󰁬※󰄋※󰃏※󰃺☯vtkq☯jūn※〕
覡	〔※󰂆※󰄤※󰄤※󰃺☯awwq☯xī※〕
覢	〔※󰃩※󰃩※󰂼※󰃺☯oohq☯shǎn※〕
覣	〔※󰄌※󰄟※󰂼※󰃺☯tvhq☯wēi※〕
覤	〔※󰃀※󰄨※󰂼※󰃺☯hwhq☯xì※〕
覥	〔※󰀿※󰁺※󰄦※󰃺☯mawq☯tiǎn※〕
覦	〔※󰄤※󰂶※󰂧※󰃺☯wgeq☯yú※〕
覧	〔※󰂋※󰂺※󰁃※󰃺☯ahnq☯lǎn※〕
覨	〔※󰃏※󰃏※󰂭※󰃺☯kkfq☯è※〕
覩	〔※󰂮※󰄋※󰃊※󰃺☯ftjq☯dǔ※〕
親	〔※󰄓※󰄉※󰂼※󰃺☯ushq☯qīn※qìng※〕
覫	〔※󰄶※󰄒※󰃱※󰃺☯yupq☯pǎng※〕
覬	〔※󰃘※󰂶※󰃏※󰃺☯mgkq☯jì※〕
覭	〔※󰃱※󰃋※󰄘※󰃺☯pjuq☯míng※〕
覮	〔※󰃩※󰃩※󰃱※󰃺☯oopq☯yíng※yǐng※〕
覯	〔※󰀀※󰃜※󰂮※󰃺☯amfq☯gòu※〕
覰	〔※󰃀※󰀐※󰀞※󰃺☯hegq☯qū※qù※〕
覱	〔※󰃗※󰄀※󰂼※󰃺☯lrhq☯zhàn※zhān※〕
覲	〔※󰂊※󰃏※󰁽※󰃺☯akgq☯jìn※〕
観	〔※󰁿※󰂶※󰄥※󰃺☯tgwq☯guān※guàn※〕
覴	〔※󰄧※󰂶※󰃏※󰃺☯wgkq☯dèng※〕
覵	〔※󰄚※󰂧※󰂼※󰃺☯uehq☯jiàn※biǎn※〕
覶	〔※󰂦※󰁻※󰃜※󰃺☯ecmq☯luó※luǎn※〕
覷	〔※󰃀※󰃬※󰂼※󰃺☯hohq☯qù※qū※〕
覸	〔※󰄚※󰃊※󰂼※󰃺☯ujhq☯jiàn※〕
覹	〔※󰂼※󰃺※󰄎※󰄏☯hqtt☯wéi※〕
覺	〔※󰀗※󰄄※󰄄※󰃺☯errq☯jué※jiào※〕
覻	〔※󰃀※󰂶※󰃏※󰃺☯hgkq☯qù※qū※〕
覼	〔※󰂶※󰄦※󰃜※󰃺☯gwmq☯luó※〕
覽	〔※󰂋※󰂺※󰁃※󰃺☯ahnq☯lǎn※〕
覾	〔※󰃰※󰄋※󰃪※󰃺☯ptoq☯shěn※〕
覿	〔※󰂯※󰃔※󰃛※󰃺☯flmq☯dí※〕
觀	〔※󰄖※󰃏※󰃏※󰃺☯akkq☯guān※guàn※〕
